generation,gac,mean_novelty,archive_size
135,13.6,0.518257729354568,200
136,13.54,0.5540650008346026,200
137,13.18,0.5456968042165524,200
138,14.16,0.5481356486077051,200
139,13.16,0.5482559922007938,200
140,14.28,0.5907217443978737,200
141,12.2,0.5815011026902962,200
142,15.22,0.5774816309824466,200
143,12.72,0.5551016106121887,200
144,13.78,0.5471488281106525,200
145,12.1,0.5649822673757889,200
146,15.14,0.5855445369901676,200
147,16.82,0.5413263210597539,200
148,15.58,0.5175175638912305,200
149,15.6,0.49830265731520584,200
150,17.0,0.5298813758939116,200
151,14.22,0.5220701613911859,200
152,19.12,0.5315070649248906,200
153,17.46,0.5333621444587319,200
154,15.5,0.5433290403976793,200
155,17.2,0.5222198154781461,200
156,16.76,0.5748100752457339,200
157,14.7,0.5392651677504297,200
158,15.68,0.5151849557839131,200
159,13.82,0.527093738202971,200
160,13.72,0.5356426341684483,200
161,14.74,0.5225483515197462,200
162,15.52,0.5137138816830232,200
163,14.52,0.5457871488007208,200
164,14.48,0.5532290218490723,200
165,15.7,0.561723776882316,200
166,14.16,0.5570782812008256,200
167,14.06,0.5462133698957335,200
168,12.38,0.5021786358234526,200
169,15.08,0.5029966914438139,200
170,12.32,0.542096068818569,200
171,12.6,0.5598952149435167,200
172,13.44,0.5369289609027335,200
173,13.92,0.5865133238450894,200
174,13.34,0.5728430604418641,200
175,14.24,0.5484062592636135,200
176,14.22,0.4964645023129355,200
177,11.7,0.5337432388135376,200
178,14.64,0.5470067953740343,200
179,11.2,0.5501773845268487,200
180,15.44,0.5356142326690054,200
181,13.5,0.5189554395208329,200
182,16.08,0.5474878327798302,200
183,14.16,0.49676513128993227,200
184,15.3,0.49426550349473886,200
185,16.8,0.5361666156690552,200
186,14.84,0.550346032890568,200
187,16.34,0.521362117201084,200
188,17.52,0.5315392313146403,200
189,17.84,0.54501247548201,200
190,17.98,0.5701448834482713,200
191,17.46,0.568629882063396,200
192,17.26,0.6225401010158458,200
193,16.98,0.6366580861457479,200
194,20.08,0.6533656607060934,200
195,17.32,0.5802613914037842,200
196,21.34,0.5956894842104128,200
197,17.88,0.5445924507525524,200
198,17.62,0.5246880304110051,200
199,17.6,0.5463962828751916,200
200,16.6,0.5660848201449162,200
201,16.1,0.6034343094224104,200
202,13.22,0.5756924122110125,200
203,13.96,0.5493045819487925,200
204,13.78,0.5454362329106172,200
205,15.58,0.5464274348926181,200
206,13.74,0.5258978406973424,200
