generation,gac,epc,nnd
50,10.923319566439506,9.242174136120891,
100,10.41047072660914,11.14989730168521,
150,8.511905526204965,11.365524356635968,
200,5.483065600678441,11.343729504992432,
250,3.242038531848331,11.688711333000818,
300,5.26687803448112,10.23514476343459,
350,6.111254498022162,9.33950721007645,
400,14.400738611317102,6.024189577692198,
450,16.646102446755336,6.49133590054235,
500,21.047884792725696,6.7413545011956195,
550,25.7767854459338,6.913136610432689,
600,20.92966251322916,5.822064792858759,
650,22.516395916318466,4.694813659593469,
700,21.68418818930313,6.590281174786833,
750,21.021080578683122,6.740088550217564,
800,21.57796708696559,6.174971842498734,
850,25.290964194804737,7.03833551797352,
900,25.949673528034374,8.713343145517062,
950,21.34904619391731,10.422421225120706,
1000,14.62170219511916,11.866197639787758,
1050,26.89573282822545,8.214522530341158,
1100,29.75283702970882,6.822279247243201,
1150,29.369563777898037,6.924446876539874,
1200,28.13915061620795,6.148158522021959,
1250,21.295570691590633,9.050736694263692,
1300,21.18686529271572,7.849749165536034,
1350,22.12666279077775,4.437962713309975,
1400,19.87875649463046,3.614064341382871,
1450,22.652864953838844,5.345149532131162,
1500,16.777008861651396,4.763976469523852,
1550,20.41226778674688,3.517612537056579,
1600,12.887558915986048,3.182122429430105,
1650,16.63196712402561,6.3279486611232185,
1700,18.458561655795194,9.821081745465111,
1750,14.653170841853806,12.222211788554727,
1800,20.047057012785277,11.501551242523695,
1850,14.726322499488607,13.035071047890069,
1900,18.018479132813205,7.262330922817516,
1950,17.802869784178448,5.957309508650835,
2000,17.84941261116458,7.19633991336477,
2050,15.038245990581226,5.9855226257047205,
2100,14.12223596202342,6.328054057165337,
2150,18.321558360332844,3.496797001443282,
2200,15.475470122000889,2.8062788139456427,
2250,16.46356456920276,2.964169895608996,
2300,13.838926991581678,3.4495146863201165,
2350,14.169177597700106,3.2575068784586123,
2400,12.00461020011355,1.9345213036812732,
2450,4.588121092241207,3.3430130416271298,
2500,8.874481612913085,2.8797107629151486,
2550,9.831828742134224,2.161605899984874,
2600,6.0027281439022575,2.141396273857373,
2650,3.4805705864709977,5.882778084251538,
2700,2.209486799213154,9.12431115514308,
2750,2.9343289949596527,11.329764968740344,
2800,2.4810061921945956,5.592575263519408,
2850,3.6402411344935994,7.730465509793037,
2900,2.0243957174983196,8.705202752875325,
2950,3.3695315214315356,3.3237807636326813,
3000,9.022854267659007,3.646936752692243,
3050,12.552043090066087,7.642344998263115,
3100,11.302754145235735,8.272752604917237,
3150,9.232459629503948,8.425525475549149,
3200,7.824269838696832,8.776704722507233,
3250,9.480083291427901,7.83741490412886,
3300,8.23176959512481,10.57981779012294,
3350,8.627548557446831,10.87288207612718,
3400,6.64058893876658,10.806648409704184,
3450,2.4543865505677003,6.840969700768433,
3500,6.717330720052594,6.612667986334566,
3550,9.178403496777578,6.259792711846505,
3600,7.641922974524209,5.02057544887088,
3650,13.729453252187193,7.160999872733311,
3700,21.728351023189475,6.960632367426128,
3750,27.25692117214065,5.156035808747683,
3800,28.089982982766056,5.982696381824197,
3850,28.38241938242938,3.2809763564927255,
3900,32.57102785480776,1.2261583105199394,
3950,37.73903746563994,0.4410800239196171,
4000,34.77445373159982,1.0203797483618988,
4050,36.10922391913912,1.7486933260241428,
4100,38.740998782335886,1.443987707745626,
4150,42.112366884266365,4.512848675649576,
4200,47.57185954781022,1.77152090212409,
4250,51.6386725607388,1.5287871882383748,
4300,50.99577545903646,1.3121912657146635,
4350,45.31889359892848,1.3946457103018373,
4400,47.39462740281742,2.156557662213924,
4450,49.408629842454474,0.9383690755688977,
4500,52.20498336858323,0.8271507505669746,
4550,54.57297162014171,1.5589123257160475,
4600,52.005022826095164,2.6884588987541647,
4650,45.184743529208646,5.743078918106182,
4700,46.02478506838399,5.900927066762733,
4750,47.13289340300831,6.358828843427425,
4800,50.3453615809822,8.258064864086178,
4850,47.96919795178848,4.097293940239343,
4900,49.751718381422926,1.0415252173424596,
4950,47.64797385573995,1.089188119642341,
5000,50.02460898871668,0.7988761430710108,
5050,49.24253932848032,1.3647942831973479,
5100,46.81496062292046,0.8581858695765437,
5150,45.895153176321216,1.8049660261640224,
5200,47.81197292799032,1.1355807715713386,
5250,48.91030837469312,0.960944791067162,
5300,47.63054789566253,2.6472944099857676,
5350,52.498813297316595,3.8601271036482716,
