Generation,PopSize,NumSpecies,AvgNodes,AvgConns,Action_M,Action_S,Action_I,S_mean,EPC,LZ
1000,100,1,24.01,33.16,0,0,100,0.0,1.0,0.09
2000,100,1,30.01,47.12,100,0,0,0.0,1.0,0.07
