generation,gac,epc,nnd
7000,37.134453781512605,50.28481099890709,
7050,37.016806722689076,50.33254676118023,
7100,36.97478991596638,50.335297241426474,
7150,37.02521008403362,50.366611622401955,
7200,36.94957983193277,50.38951091875218,
7250,36.94957983193277,50.39343176043967,
7300,37.083333333333336,50.63980275301715,
7350,37.11666666666667,50.64047260720416,
7400,37.13223140495868,50.2850863436099,
7450,37.13223140495868,50.29333957090222,
7500,37.30327868852459,50.55772695378845,
7550,37.31967213114754,50.56050901828133,
7600,37.24193548387097,51.08361488601432,
7650,37.24193548387097,51.08361488601432,
7700,37.21774193548387,51.09410198341337,
7750,37.25806451612903,51.09591865835619,
7800,37.25806451612903,51.0988042572947,
7850,37.266129032258064,51.102426248913126,
7900,37.328,51.51166304041637,
7950,37.32,51.53072930845593,
8000,37.28,51.56933457065379,
8050,37.328,51.57671628228273,
8100,37.328,51.588870513332274,
8150,37.352,51.59196971971735,
8200,37.352,51.62626421042659,
8250,37.312,51.63110506282598,
8300,37.288,51.64450772343174,
8350,37.264,51.64476537161446,
8400,37.264,51.64476537161446,
8450,37.20634920634921,51.870939472343345,
8500,37.214285714285715,51.87365694609827,
8550,37.19047619047619,51.874792206902,
8600,37.166666666666664,51.8790923387826,
8650,37.01574803149607,52.18511449489632,
8700,36.93700787401575,52.20085448556311,
8750,36.93700787401575,52.20148499370285,
8800,36.89763779527559,52.22996876251789,
8850,36.828125,52.48885073158924,
8900,36.93798449612403,52.74999205035328,
8950,36.93798449612403,52.74999205035328,
9000,36.93023255813954,52.75980157668435,
9050,36.784615384615385,53.06134895242015,
9100,36.792307692307695,53.10282188081791,
9150,36.753846153846155,53.12802576311929,
9200,36.753846153846155,53.129704593913154,
9250,37.02290076335878,53.152131160377685,
9300,36.92424242424242,53.443400326209336,
9350,36.93181818181818,53.446716240613156,
9400,36.93181818181818,53.446716240613156,
9450,36.69924812030075,53.74009667602203,
9500,36.714285714285715,53.74252885952408,
9550,36.714285714285715,53.746984534765886,
9600,36.69172932330827,53.75044165682811,
9650,36.917910447761194,54.10418378358775,
9700,36.96268656716418,54.10707480664435,
9750,36.97014925373134,54.120074883151034,
9800,36.97761194029851,54.1409633206182,
9850,37.03731343283582,54.17119369683468,
9900,36.98518518518519,54.455070900731705,
9950,36.97037037037037,54.470913844648344,
10000,36.94074074074074,54.47675153776102,
