generation,gac,mean_novelty,archive_size
0,9.66,4.265464613479314,5
1,9.54,4.037845960657331,10
2,10.06,2.97246017657124,15
3,9.22,2.3468618167864137,20
4,9.62,1.3737833308574912,25
5,11.04,1.1494041506753068,30
6,11.14,0.7262518049635125,35
7,10.78,0.5418481915519575,40
8,10.9,0.6905484888250649,45
9,11.16,0.6983537792964044,50
10,10.28,0.5356570418377451,55
11,10.72,0.5430330247431615,60
12,9.98,0.6254043637540533,65
13,10.78,0.6207043477141724,70
14,11.2,0.5555382622883169,75
15,11.76,0.5356977314578377,80
16,12.02,0.5634525390746272,85
17,12.32,0.5586966519940965,90
18,13.72,0.5837138352717121,95
19,13.28,0.5492686719855048,100
20,14.22,0.5495532935253137,105
21,14.6,0.5708126984437382,110
22,13.38,0.5888697798750774,115
23,14.5,0.6097191240238243,120
24,13.54,0.5523353967026656,125
25,13.86,0.5518557208877695,130
26,14.16,0.526319593028757,135
27,14.74,0.5203245321728606,140
28,14.3,0.49844444078301825,145
29,14.96,0.5075354093393496,150
30,15.04,0.5104513507191105,155
31,14.56,0.5242645272643718,160
32,15.44,0.5196908733011477,165
33,14.58,0.49406915631806614,170
34,15.74,0.5161557325833749,175
35,16.04,0.502072870023665,180
36,15.24,0.5285262820598611,185
37,15.76,0.5372987029675982,190
38,15.34,0.5864185445678216,195
39,15.5,0.5864476035948154,200
40,15.8,0.5753079649156088,200
41,15.34,0.6123405453904411,200
42,15.66,0.591698382400284,200
43,15.36,0.621710098838435,200
44,14.44,0.5649624927046522,200
45,14.4,0.5474175808735868,200
46,15.84,0.5402865978689808,200
47,14.72,0.4914387984060278,200
48,16.72,0.5059109773806914,200
49,16.7,0.4610440037927583,200
50,16.46,0.45567338472643715,200
51,17.76,0.40830036388642665,200
52,17.08,0.40771945103565094,200
53,16.9,0.4304080789696006,200
54,17.48,0.39518255144383885,200
55,17.24,0.4315142466918869,200
56,17.34,0.43681523798690713,200
57,16.3,0.4293139902949431,200
58,16.8,0.4499939769792212,200
59,17.22,0.4564979350376459,200
60,18.36,0.46422012710573035,200
61,17.54,0.4166339354076608,200
62,18.74,0.4375609123730737,200
63,17.84,0.4618929117947541,200
64,18.62,0.4815639104826229,200
65,19.06,0.4595512976241063,200
66,18.1,0.47773294397676525,200
67,18.62,0.457045483464937,200
68,18.1,0.4518748048619623,200
69,18.72,0.49704470491453234,200
70,17.18,0.5007068513843668,200
71,18.1,0.5229671589135966,200
72,17.0,0.49948473521113956,200
73,17.3,0.5110994736472592,200
74,16.72,0.49432680836191983,200
75,15.44,0.5124536461491886,200
76,15.86,0.5112119321251718,200
77,14.7,0.5194796356703154,200
78,14.62,0.5128821906249459,200
79,14.0,0.5165374499618898,200
80,13.94,0.5321799058967298,200
81,13.26,0.534780592403525,200
82,14.36,0.5312446924025823,200
83,14.38,0.5367824251575603,200
84,12.56,0.5423352342458517,200
85,14.02,0.5190694724382119,200
86,13.72,0.4991272909307379,200
87,14.76,0.5033703845361288,200
88,16.7,0.5211283827734015,200
89,14.22,0.5157060083436641,200
90,16.52,0.5313246479387961,200
91,19.18,0.4849240240515983,200
92,17.96,0.5036671530663296,200
93,17.1,0.5018715955230791,200
94,19.0,0.44890719230453,200
95,17.14,0.502069845154344,200
96,16.16,0.5350261726019285,200
97,17.56,0.5565830269160762,200
98,16.82,0.5468925537876864,200
99,18.28,0.5584250796133303,200
100,18.84,0.5262217464754404,200
101,19.02,0.48264883311108114,200
102,18.64,0.5004648956423335,200
103,16.26,0.45057121371728004,200
104,18.92,0.4855498291254205,200
105,16.0,0.5133076920341367,200
106,17.4,0.5019659781217997,200
107,17.86,0.5242067713647824,200
108,17.2,0.5266077531371046,200
109,18.0,0.5226914617487732,200
